,summary,description,location,photo,recomendado,price,size,rooms,price/m2,bathrooms,Num Photos,type,region
116,Casa en calle Sta Cruz,,Liáns (Oleiros),https://fotos3.imghs.net/nrd/1001/533/1001_PX1390_-_81538533-81538533_3_2020061801061731250.jpg,,280.000 €,192 m²,3,1.458 €/m²,2,32,pisos,a_coruna
117,Piso en calle de la Cerca,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos3.imghs.net/nrd//515609/7500723347.515609/515609_7500723347_1_20200910113443337.jpg,,99.000 €,100 m²,3,990 €/m²,1,26,pisos,a_coruna
118,Casa adosada en calle Urbanización Aldea Nova. calle Tallos,,Bertamiráns (Ames),https://fotos3.imghs.net/nrd//995784/9238252983.995784/995784_9238252983_26_20201106142705930.jpg,,190.000 €,175 m²,4,1.085 €/m²,3,29,pisos,a_coruna
119,Dúplex en Avenida del Caión,,Laracha (Laracha). Municipio de A Laracha,https://fotos2.imghs.net/nrd//515609/97532646793.515609/515609_97532646793_1_20190927112336240.jpg,,109.900 €,139 m²,3,790 €/m²,2,16,pisos,a_coruna
120,Casa adosada en Rúa Bilbao,,Arteixo,https://fotos1.imghs.net/nrd/1001/087/1001_PX75994_-_SI-5016-91658087_1_2020110511412431250.jpg,,145.000 €,265 m²,3,547 €/m²,2,23,pisos,a_coruna
121,Apartamento en Rúa de Sorribas,,Ribeira (Santa Uxia),https://fotos1.imghs.net/nrd/1001/871/1001_PX1600_-_VENTRISO1-37582871_1_2020040211064331250.jpg,,71.600 €,77 m²,2,929 €/m²,1,15,pisos,a_coruna
122,Casa en calle de Souto,,Liáns (Oleiros),https://fotos4.imghs.net/nrd/1001/750/1001_PX75994_-_SI-1561-90526750_1_2020101508595331250.jpg,,240.000 €,214 m²,4,1.121 €/m²,3,30,pisos,a_coruna
123,"Piso en Ruela de Altamira, nº 1",,Centro Histórico (Santiago de Compostela),https://fotos3.imghs.net/nrd/1093/102/1093_EP592-1102_1_2020092116420931250.jpg,,215.000 €,150 m²,3,1.433 €/m²,1,15,pisos,a_coruna
124,Piso en calle Antonio Ríos,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos1.imghs.net/nrd//512128/7545715762.512128/512128_7545715762_2_20200909115204839.jpg,,165.000 €,94 m²,3,1.755 €/m²,2,7,pisos,a_coruna
125,"Piso en Avenida Rosalía de Castro, cerca de Calle de las Cartas",,O Milladoiro (Ames),https://fotos3.imghs.net/nrd//995787/6699947764.995787/995787_6699947764_1_20200804145823031.jpg,,79.000 €,70 m²,3,1.128 €/m²,2,13,pisos,a_coruna
126,Casa en Arteixo,,Arteixo,https://fotos5.imghs.net/nrd/1062/114/1062_DA5-EA82C7CCD4_2_2020072222505731250.jpg,,930.000 €,260 m²,3,3.576 €/m²,2,45,pisos,a_coruna
127,Piso en calle de Xesteira,,Perillo (Oleiros),https://fotos4.imghs.net/nrd//515609/5897960309.515609/515609_5897960309_14_20200921120838587.jpg,,189.000 €,98 m²,2,1.928 €/m²,2,29,pisos,a_coruna
128,Piso en calle Castillo,,O Barral (Rianxo),https://fotos3.imghs.net/nrd//995462/8368417896.995462/995462_8368417896_12_20201030110538584.jpg,,117.500 €,128 m²,3,917 €/m²,2,12,pisos,a_coruna
129,Casa unifamiliar en Zona de Miño,,Vilanova (San Xoán). Municipio de Miño,https://fotos1.imghs.net/nrd/1097/361/1097_0_foto_20180327125052232_945856909442361.jpg,,150.000 €,338 m²,4,443 €/m²,2,28,pisos,a_coruna
130,Piso en A Un Paso de La Playa,,Ponteceso,https://fotos3.imghs.net/nrd/1048/609/1048_42609_1_2020090305010031250.jpg,,47.999 €,90 m²,3,533 €/m²,1,19,pisos,a_coruna
131,Casa en calle Centro Mouromorto,,Teo,https://fotos5.imghs.net/nrd/1001/633/1001_PX1600_-_ALI_(ALI0000127826)-88688633_1_2020030701121731250.jpg,,70.550 €,279 m²,3,252 €/m²,2,16,pisos,a_coruna
132,Piso en Lugar Escarabote,,Escarabote (Boiro),https://fotos5.imghs.net/nrd//995784/95843445579.995784/995784_95843445579_16_20190702115042652.jpg,,49.000 €,44 m²,1,1.113 €/m²,1,16,pisos,a_coruna
133,"Piso en Plaza Médico Ángel Ron Fraga, nº 5",,Ensanche (A Coruña Capital),https://fotos5.imghs.net/nrd//994128/909012996.994128/994128_909012996_1_20200129200457925.jpg,,475.000 €,116 m²,3,4.094 €/m²,2,25,pisos,a_coruna
134,Dúplex en Urbanización Pazo Das Condesas,,Mugardos,https://fotos4.imghs.net/nrd//515609/9232117101.515609/515609_9232117101_1_20201104132311027.jpg,,104.000 €,143 m²,4,727 €/m²,3,38,pisos,a_coruna
135,Piso en calle Rúa Da Estrada. Castiñeiriño,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos4.imghs.net/nrd//995784/5059998326.995784/995784_5059998326_4_20200619133434576.jpg,,177.262 €,107 m²,4,1.656 €/m²,2,7,pisos,a_coruna
136,"Piso en Avenida de Finisterre, cerca de Ronda de Nelle",,Ensanche (A Coruña Capital),https://fotos2.imghs.net/nrd//520130/4182719867.520130/520130_4182719867_11_20200524100721134.jpg,,179.500 €,120 m²,3,1.495 €/m²,2,12,pisos,a_coruna
137,Ático en Avenida do Párroco Villanueva,,Sada,https://fotos4.imghs.net/nrd//516940/5923922983.516940/516940_5923922983_15_20200722120115887.jpg,,125.000 €,99 m²,3,1.262 €/m²,2,14,pisos,a_coruna
138,"Chalet en calle Peteiro, nº 30",,Bergondo (Carrio),https://fotos3.imghs.net/nrd/1093/537/1093_EP592-1537_1_2020100305404131250.jpg,,545.000 €,381 m²,6,1.430 €/m²,5,31,pisos,a_coruna
139,Piso en Ronda de Monte Alto,,Monte Alto-Adormideras (A Coruña Capital),https://fotos3.imghs.net/nrd/9993/005/9993_TI-BAL40841VN010005_1_2020061906363231250.jpg,,250.000 €,Obra nueva,,,,35,pisos,a_coruna
140,Piso en Avenida de la Compostela,,Agramuniña (Boiro),https://fotos2.imghs.net/nrd//995462/8393898843.995462/995462_8393898843_8_20201030112244418.jpg,,110.000 €,70 m²,2,1.571 €/m²,1,18,pisos,a_coruna
141,"Piso en calle Treinta y Tres,  S/N",,Boiro,https://fotos5.imghs.net/nrd/9995/587/9995_TI-243587_1_2020091714145831250.jpg,,69.100 €,77 m²,2,900 €/m²,2,26,pisos,a_coruna
142,Chalet unifamiliar en calle Mouromorto. Lugar Casal,,Texexe (Teo),https://fotos3.imghs.net/nrd//995784/90907156558.995784/995784_90907156558_17_20190531113944598.jpg,,170.000 €,478 m²,6,355 €/m²,3,10,pisos,a_coruna
143,Chalet en calle Carretetra Sada Fontan,,Carnoedo (Santo André). Municipio de Sada,https://fotos2.imghs.net/nrd//512128/90913399402.512128/512128_90913399402_62_20190524120734906.jpg,,230.000 €,155 m²,3,1.483 €/m²,3,62,pisos,a_coruna
144,Chalet en calle de Félix Rodríguez de la Fuente,,Mesoiro-Feáns-Zapateira (A Coruña Capital),https://fotos4.imghs.net/nrd//1018/928/1018_25544928_1_2020091713091761600.jpg,,589.000 €,473 m²,5,1.245 €/m²,5,19,pisos,a_coruna
145,"Piso en calle del Graxal, 4",,Liáns (Oleiros),https://fotos3.imghs.net/nrd/1093/314/1093_EP592-1314_1_2020103016454731250.jpg,,101.580 €,63 m²,2,1.612 €/m²,1,12,pisos,a_coruna
146,Dúplex en Avenida Pasaxe Materno,,Eirís-As Xubias-Pasaxe (A Coruña Capital),https://fotos3.imghs.net/nrd/1001/135/1001_PX1390_-_91202135-91202135_1_2020100101234731250.jpg,,150.000 €,91 m²,3,1.648 €/m²,2,33,pisos,a_coruna
147,Finca rústica en calle Campo Da Pena,,Pedras Blancas (Bergondo),https://fotos2.imghs.net/nrd//515609/97549946440.515609/515609_97549946440_1_20190913111003841.jpg,,89.000 €,9.000 m²,1,9 €/m²,1,17,pisos,a_coruna
148,Chalet pareado en Travesía de Montouto,,Montouto (Teo),https://fotos1.imghs.net/nrd//520936/9180541403.520936/520936_9180541403_1_20201107162008650.jpg,,220.000 €,238 m²,4,924 €/m²,3,50,pisos,a_coruna
149,Chalet en Andeiro. Cambre,,Torre (De Andeiro). Municipio de Cambre,https://fotos2.imghs.net/nrd/1097/656/1097_0_foto_20180118105429231_945856909383656.jpg,,295.000 €,380 m²,3,776 €/m²,3,25,pisos,a_coruna
150,Ático en calle Sanatander,,Os Mallos-A Falperra (A Coruña Capital),https://fotos2.imghs.net/nrd//992837/4222526041.992837/992837_4222526041_1_20200507171123834.jpg,,49.000 €,64 m²,2,765 €/m²,1,12,pisos,a_coruna
151,"Chalet en calle Bealo, nº 1",,Boiro,https://fotos5.imghs.net/nrd//995556/3411970807.995556/995556_3411970807_1_20200414190835372.jpg,,180.000 €,250 m²,4,720 €/m²,3,20,pisos,a_coruna
152,"Piso en Travesa Montouto, 22",,Teo,https://fotos3.imghs.net/nrd/1093/451/1093_EP592-1451_1_2020102105384831250.jpg,,82.700 €,99 m²,3,835 €/m²,2,11,pisos,a_coruna
153,Apartamento en Avenida Rosalía de Castro,,Ames (San Tome),https://fotos3.imghs.net/nrd/1001/753/1001_PX1600_-_SER(60208904)-86458753_23_2020060409295831250.jpg,,109.800 €,107 m²,3,1.026 €/m²,2,28,pisos,a_coruna
154,"Casa rústica en calle Rial de Laraño, Par. 20",,Campus Sur-Toxeira de San Lourenzo (Santiago de Compostela),https://fotos4.imghs.net/nrd//520928/9219075460.520928/520928_9219075460_23_20201107115946804.jpg,,800.000 €,550 m²,6,1.454 €/m²,4,45,pisos,a_coruna
155,Chalet en calle O Amieiro,,Laracha (Laracha). Municipio de A Laracha,https://fotos4.imghs.net/nrd//1018/297/1018_26004297_1_2020102912101186264.jpg,,311.120 €,272 m²,3,1.143 €/m²,2,8,pisos,a_coruna
156,Piso en Rúa do Cruceiro da Coruña,,Campus Norte-San Caetano (Santiago de Compostela),https://fotos4.imghs.net/nrd//520936/9209565607.520936/520936_9209565607_1_20201107184559194.jpg,,116.000 €,98 m²,3,1.183 €/m²,1,13,pisos,a_coruna
157,"Piso en Carretera La Coruña-Finisterre, S/N. Playa Lagosteira",,Fisterra (Santa Maria),https://fotos1.imghs.net/nrd/9989/212/9989_TI-ALI0000110212_1_2020062006120631250.jpg,,41.325 €,Obra nueva,,,,24,pisos,a_coruna
158,Dúplex en Avenida del Pasaje,,Eirís-As Xubias-Pasaxe (A Coruña Capital),https://fotos3.imghs.net/nrd/1001/003/1001_PX75994_-_SI-1067-88890003_1_2020030401074031250.jpg,,150.000 €,120 m²,3,1.250 €/m²,2,26,pisos,a_coruna
159,Casa en calle Paxariños,,Castiñeiras (Castiñeiras). Municipio de Ribeira,https://fotos1.imghs.net/nrd//512648/1667866072.512648/512648_1667866072_2_20200226131413393.jpg,,350.000 €,280 m²,4,1.250 €/m²,3,10,pisos,a_coruna
160,Piso en Cidade Xardín-Cidade Escolar,,Cidade Xardín-Cidade Escolar (A Coruña Capital),https://fotos5.imghs.net/nrd/1067/453/1067_IFC75954-0517514453_1_2020090310411331250.jpg,,600.000 €,140 m²,3,4.285 €/m²,2,19,pisos,a_coruna
161,Casa adosada en calle de Picasso,,O Moucho (Arteixo),https://fotos5.imghs.net/nrd//993209/6728314820.993209/993209_6728314820_3_20200828202622938.jpg,,225.000 €,225 m²,4,1.000 €/m²,5,63,pisos,a_coruna
162,Ático en calle de los Prateiros,,Betanzos,https://fotos4.imghs.net/nrd//2040/762051931.204000/2040_000469_foto_1_762051931_20170809103608.jpg,,73.000 €,62 m²,3,1.177 €/m²,1,9,pisos,a_coruna
163,Chalet en calle Machado,,Sada,https://fotos2.imghs.net/nrd//1018/389/1018_23146389_1_2020080514082737711.jpg,,348.650 €,350 m²,4,996 €/m²,2,18,pisos,a_coruna
164,Apartamento en calle Paseo Das Carolinas,,Ribeira (Santa Uxia),https://fotos1.imghs.net/nrd//995462/8428213022.995462/995462_8428213022_5_20201022121101551.jpg,,130.000 €,70 m²,2,1.857 €/m²,1,13,pisos,a_coruna
165,Chalet en calle Anzobre,,Armentón de Arriba (Arteixo),https://fotos5.imghs.net/nrd//510177/7584277695.510177/510177_7584277695_10_20200917214430453.jpg,,369.000 €,355 m²,4,1.039 €/m²,3,50,pisos,a_coruna
166,Casa en Avenida da Tomada,,A Pobra Do Caramiñal,https://fotos3.imghs.net/nrd/1060/461/1060_NI120-461_1_2020070906290231250.jpg,,300.000 €,4,4,,2,37,pisos,a_coruna
167,Piso en Rúa dos Muiños,,Barcala (Poligono Temple). Municipio de Cambre,https://fotos1.imghs.net/nrd//515609/7506221837.515609/515609_7506221837_1_20200928132219533.jpg,,81.000 €,89 m²,3,910 €/m²,1,8,pisos,a_coruna
168,Piso en calle de Alejandro Barreiro Noya,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos5.imghs.net/nrd/1093/800/1093_EP574-491800_1_2020101920390531250.jpg,,78.000 €,80 m²,2,975 €/m²,2,13,pisos,a_coruna
169,Casa en calle de Washington,,Monte Alto-Adormideras (A Coruña Capital),https://fotos4.imghs.net/nrd//997229/1741743481.997229/997229_1741743481_15_20200213173946765.jpg,,299.000 €,180 m²,4,1.661 €/m²,2,23,pisos,a_coruna
170,Piso en Cee,,Cee,https://fotos4.imghs.net/nrd/9985/999/9985_e140999_1_2020071713081431250.jpg,,97.000 €,101 m²,3,960 €/m²,2,26,pisos,a_coruna
171,"Piso en calle de San Rosendo, nº 24",,Os Mallos-A Falperra (A Coruña Capital),https://fotos5.imghs.net/nrd/1093/009/1093_EP592-2009_1_2020100305404131250.jpg,,99.000 €,55 m²,2,1.800 €/m²,1,13,pisos,a_coruna
172,"Dúplex en calle de Hàbitat,  1",,Perillo (Oleiros),https://fotos1.imghs.net/nrd//1097/456/a080f48f-a88b-4b4d-8bc2-90f85b2a7708_20191018132105483.jpg,,390.000 €,145 m²,4,2.683 €/m²,3,7,pisos,a_coruna
173,"Piso en Plaza Francisco Gonzalez Iglesias , nº 2",,Azogue (Betanzos),https://fotos5.imghs.net/nrd//516835/5085107844.516835/516835_5085107844_1_20200610132026790.jpg,,123.000 €,81 m²,2,1.518 €/m²,1,33,pisos,a_coruna
174,"Piso en Rúa da Xunqueira, nº º",,Aguiño (Ribeira),https://fotos2.imghs.net/nrd//995556/94265499287.995556/995556_94265499287_3_20190523105105277.jpg,,115.000 €,100 m²,3,1.150 €/m²,2,29,pisos,a_coruna
175,Piso en Rúa Mon Vasco,,Arteixo,https://fotos2.imghs.net/nrd//1005/817/1005_2781817_1_2020101517104374087.jpg,,83.000 €,85 m²,3,976 €/m²,2,45,pisos,a_coruna
176,Piso en Camino del Cemiterio,,Mugardos,https://fotos2.imghs.net/nrd//1018/148/1018_9811148_0_2020022717024588346.jpg,,103.000 €,141 m²,4,730 €/m²,3,20,pisos,a_coruna
177,"Piso en calle de Hàbitat,  1",,Perillo (Oleiros),https://fotos2.imghs.net/nrd//1097/456/8dec56ab-3a45-4bfa-a8e1-22c9a7a48426_20191018132105358.jpg,,335.000 €,103 m²,3,3.243 €/m²,2,7,pisos,a_coruna
178,Apartamento en Avenida Barraña,,Boiro,https://fotos1.imghs.net/nrd/1001/602/1001_PX1600_-_VPIBOI.PLAYAMAR4-88537602_1_2020030701121731250.jpg,,105.000 €,94 m²,3,1.117 €/m²,2,17,pisos,a_coruna
179,Casa en Piñeiros-Freixeiro,,Piñeiros-Freixeiro (Narón),https://fotos3.imghs.net/nrd//500610/8350465328.500610/500610_8350465328_18_20201016193925516.jpg,,220.000 €,190 m²,6,1.157 €/m²,2,30,pisos,a_coruna
180,Piso en calle Muiño Campo,,Loios (Miño),https://fotos3.imghs.net/nrd//997229/2533196988.997229/997229_2533196988_7_20200320215253523.jpg,,85.000 €,97 m²,3,876 €/m²,2,20,pisos,a_coruna
181,Casa adosada en calle Abellos,,Urbanización Costa Miño Golf (Miño),https://fotos4.imghs.net/nrd//990666/89254139782.990666/990666_89254139782_1_20181122200321036.jpg,,139.100 €,146 m²,3,952 €/m²,3,30,pisos,a_coruna
182,"Chalet en San Cosme (Nogueirosa),  45",,Pontedeume,https://fotos4.imghs.net/nrd/9995/231/9995_TI-245231_1_2020091714145931250.jpg,,210.000 €,160 m²,4,1.312 €/m²,2,28,pisos,a_coruna
183,"Piso en Avenida de Rubine, nº 20",,Ensanche (A Coruña Capital),https://fotos1.imghs.net/nrd//993209/5083506805.993209/993209_5083506805_1_20200622115326875.jpg,,285.000 €,93 m²,4,3.064 €/m²,2,23,pisos,a_coruna
184,Apartamento en calle José Pastor Horta,,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos1.imghs.net/nrd/1001/266/1001_PX1600_-_ALI_(ALI0000108024)-88714266_1_2020110701073231250.jpg,,121.240 €,57 m²,1,2.127 €/m²,1,14,pisos,a_coruna
185,Apartamento en Rúa Agro do Monte,,Rianxo,https://fotos5.imghs.net/nrd/1001/181/1001_PX1600_-_SERVI_60506054-84645181_1_2020081209293231250.jpg,,66.000 €,90 m²,2,733 €/m²,2,22,pisos,a_coruna
186,Chalet en calle Ac-453,,Ames (San Tome),https://fotos1.imghs.net/nrd//1018/241/1018_25779241_1_2020100818101552433.jpg,,583.240 €,471 m²,5,1.238 €/m²,5,30,pisos,a_coruna
187,Piso en Plaza Rías,,Fonte Culler (Culleredo),https://fotos5.imghs.net/nrd//510177/8350003774.510177/510177_8350003774_3_20201030115754192.jpg,,125.000 €,41 m²,1,3.048 €/m²,1,22,pisos,a_coruna
188,"Apartamento en Ronda de Nelle, cerca de Calle del Agra de Orzán",,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos4.imghs.net/nrd/1001/416/1001_PX1364_-_V_1434RN-87089416_1_2019100101090831250.jpg,,159.000 €,112 m²,4,1.419 €/m²,2,18,pisos,a_coruna
189,Casa en calle Aldea de Amañecida,,Brión,https://fotos1.imghs.net/nrd//1774/855330292.177400/1774_000391_foto_1_855330292_20180806111422.jpg,,88.000 €,150 m²,3,586 €/m²,1,20,pisos,a_coruna
190,Casa en Bergondo,,Bergondo (Carrio),https://fotos5.imghs.net/nrd/1089/996/1089_XA27-01996_1_2018101815211031250.jpg,,287.000 €,267 m²,5,1.074 €/m²,4,32,pisos,a_coruna
191,Finca rústica en Lugar de Ameas,,Ameas (Carral),https://fotos5.imghs.net/nrd//515609/2562802064.515609/515609_2562802064_1_20200302171134240.jpg,,18.000 €,3.500 m²,,5 €/m²,,5,pisos,a_coruna
192,"Piso en calle Revolucion Francesa, nº 5",,Vedra,https://fotos4.imghs.net/nrd/1093/393/1093_EP592-1393_1_2020092116420931250.jpg,,227.440 €,79 m²,2,2.878 €/m²,2,10,pisos,a_coruna
193,Casa en Os Castros-Castrillón-Monelos,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos4.imghs.net/nrd/1048/677/1048_44677_1_2020100516120131250.jpg,,298.000 €,127 m²,4,2.346 €/m²,1,20,pisos,a_coruna
194,"Piso en calle de Galiano, cerca de Calle de María",,Centro (Ferrol),https://fotos5.imghs.net/nrd//1005/393/1005_1916393_1_2019070511070973515.jpg,,79.000 €,75 m²,2,1.053 €/m²,1,27,pisos,a_coruna
195,Apartamento en Avenida de la Libertad,,Campus Sur-Toxeira de San Lourenzo (Santiago de Compostela),https://fotos3.imghs.net/nrd//995462/8404072306.995462/995462_8404072306_1_20201020113104909.jpg,,225.000 €,60 m²,2,3.750 €/m²,1,8,pisos,a_coruna
196,"Ático en Estrada de Faro, 18",,Corrubedo (Ribeira),https://fotos1.imghs.net/nrd//992837/8357614487.992837/992837_8357614487_1_20201021145648325.jpg,,140.000 €,111 m²,3,1.261 €/m²,2,18,pisos,a_coruna
197,Piso en calle de Pablo Iglesias,,Culleredo,https://fotos4.imghs.net/nrd//1018/103/1018_20540103_0_2020030307034220134.jpg,,87.500 €,80 m²,2,1.093 €/m²,2,78,pisos,a_coruna
198,"Piso en calle de Alfonso Castelao,  SN",,Melide (Melide),https://fotos5.imghs.net/nrd/9995/159/9995_TI-302159_1_2020091714150431250.jpg,,71.000 €,Obra nueva,,,,20,pisos,a_coruna
199,Casa en Pravio,,Cambre (Santa Maria),https://fotos2.imghs.net/nrd/1089/749/1089_XA27-01749_1_2020101620235131250.jpg,,239.000 €,297 m²,3,804 €/m²,3,23,pisos,a_coruna
200,Casa en calle Miñortos,,Portosin (Porto Do Son),https://fotos2.imghs.net/nrd//520130/7504054599.520130/520130_7504054599_1_20200904201443481.jpg,,380.000 €,182 m²,3,2.087 €/m²,2,17,pisos,a_coruna
201,Casa pareada en calle Rúa Mandeo,,Curtis,https://fotos4.imghs.net/nrd/1001/538/1001_PX75994_-_SI-5015-91650538_1_2020110511412431250.jpg,,95.000 €,140 m²,2,678 €/m²,1,14,pisos,a_coruna
202,Piso en Fene,,Fene,https://fotos5.imghs.net/nrd//500610/6763802207.500610/500610_6763802207_8_20200902131612635.jpg,,77.000 €,120 m²,3,641 €/m²,1,17,pisos,a_coruna
203,"Piso en Ronda de Monte Alto, nº 52",,Monte Alto-Adormideras (A Coruña Capital),https://fotos2.imghs.net/nrd//997076/7521818893.997076/997076_7521818893_23_20200924124152507.jpg,,320.000 €,70 m²,2,4.571 €/m²,2,34,pisos,a_coruna
204,Chalet en Fene,,Fene,https://fotos4.imghs.net/nrd//1005/888/1005_101705951888_1_2020091011094383399.jpg,,210.000 €,417 m²,6,503 €/m²,3,28,pisos,a_coruna
205,Piso en Castrillón,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos3.imghs.net/nrd/1089/490/1089_XA27-01490_1_2018102020191631250.jpg,,210.000 €,79 m²,3,2.658 €/m²,2,16,pisos,a_coruna
206,Chalet en calle Rego de Andel,,A Carreira (Miño),https://fotos3.imghs.net/nrd//1018/672/1018_26023672_1_2020103014100790786.jpg,,249.990 €,136 m²,3,1.838 €/m²,2,8,pisos,a_coruna
207,"Piso en Avenida de Barrié de la Maza, cerca de Plaza de la Iglesia Nueva",,Sada,https://fotos4.imghs.net/nrd/9989/490/9989_TI-ALI0000091490_1_2019110716565331250.jpg,,127.190 €,100 m²,2,1.271 €/m²,2,36,pisos,a_coruna
208,"Piso en Travesía del Picho, nº 34",,Pontedeume,https://fotos4.imghs.net/nrd/1093/535/1093_EP592-1535_1_2020100216410831250.jpg,,135.000 €,93 m²,2,1.451 €/m²,1,24,pisos,a_coruna
209,Chalet en Rúa do Sarela de Abaixo,,Campus Sur-Toxeira de San Lourenzo (Santiago de Compostela),https://fotos5.imghs.net/nrd//1018/867/1018_20973867_0_2020042106042828781.jpg,,534.000 €,345 m²,4,1.547 €/m²,4,22,pisos,a_coruna
210,Chalet en A Coruña,,Culleredo,https://fotos4.imghs.net/nrd//1005/061/1005_1529061_1_2019031510035495551.jpg,,997.000 €,490 m²,4,2.034 €/m²,4,60,pisos,a_coruna
211,Piso en Rúa do Cubelo,,Nordeste-San Lázaro (Santiago de Compostela),https://fotos3.imghs.net/nrd//1005/338/1005_2229338_1_2020020317022862421.jpg,,120.000 €,80 m²,3,1.500 €/m²,1,35,pisos,a_coruna
212,Piso en calle de Andrés Gaos,,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos4.imghs.net/nrd//517326/97523694531.517326/517326_97523694531_1_20190923200724150.jpg,,65.000 €,67 m²,2,970 €/m²,1,6,pisos,a_coruna
213,Casa en Oza Dos Ríos,,Oza dos Ríos (San Pedro). Municipio de Oza-Cesuras,https://fotos5.imghs.net/nrd/1089/236/1089_XA27-00236_2_2019112120203631250.jpg,,259.000 €,205 m²,3,1.263 €/m²,3,24,pisos,a_coruna
214,"Apartamento en calle Rianxiño, nº 24-BL",,Rianxo,https://fotos1.imghs.net/nrd/1060/305/1060_NI120-305_1_2017062306134431250.jpg,,99.000 €,2,2,,2,10,pisos,a_coruna
215,"Piso en calle Magdalena, nº 135",,Centro (Ferrol),https://fotos5.imghs.net/nrd//1018/220/1018_25673220_0_2020101923102298599.jpg,,89.900 €,103 m²,2,872 €/m²,2,20,pisos,a_coruna
